Model,Temperature,Dataset,Training Start,Training End,Forecast Horizon,Prompt Type,Series Type,Format,sMAPE Mean,MAE Mean,RMSE Mean,Inference Time (s) Mean,Financial Cost ($) Mean,CarbonTracker CO2 (g) Mean,CarbonTracker Energy Consumption (Wh) Mean,Eco2AI CO2 (g) Mean,Eco2AI Energy Consumption (Wh) Mean,Input Tokens Mean,Output Tokens Mean,Examples,Sampling Strategy,Actual Values,Predicted Values,sMAPE SEM,MAE SEM,RMSE SEM,Deployment,Family
qwen/qwen3.5-397b-a17b,0.7,Electricity,2013-06-28 07:00:01,2013-09-06 06:00:01,24,Few-shot,numeric,csv,7.726000000000001,0.076,0.1,32.264496660232545,0.0262058,0.0075214,0.0728723999999999,0.0057692,0.0510242,47494.0,819.6,3,uniform,"[-1.3576079549175253, -1.2319729739552423, -0.8326461481161339, 1.15648566760057, 1.323789800880324, 1.4365983805002056, 1.5555633846058976, 1.565564944035888, 1.5505723931195494, 1.498581995745614, 1.4061008108109196, 1.315577300811573, 1.3268976477931795, 1.3821665225805704, 1.378762041291736, 0.34856503342615, -0.3266232970943278, -0.6547632963120367, -1.127102273207519, -1.1688694552312366, -1.1970230723741866, -1.3975665173128131, -1.3994136051606458, -1.4415986164323962]","[-1.358, -1.185, -0.412, 0.985, 1.289, 1.412, 1.534, 1.498, 1.512, 1.523, 1.467, 1.389, 1.356, 1.487, 1.398, 0.421, -0.287, -0.765, -1.034, -1.098, -1.267, -1.352, -1.389, -1.401]",0.3811377703665696,0.0039999999999999,0.0054772255750516,API,Qwen
qwen/qwen3.5-397b-a17b,0.7,Electricity,2013-06-28 07:00:01,2013-09-06 06:00:01,24,Few-shot,numeric,plain,9.388,0.086,0.124,34.8279682636261,0.0305674,0.0080428,0.0779258,0.0049838,0.0440758,56600.0,755.8,3,uniform,"[-1.3576079549175253, -1.2319729739552423, -0.8326461481161339, 1.15648566760057, 1.323789800880324, 1.4365983805002056, 1.5555633846058976, 1.565564944035888, 1.5505723931195494, 1.498581995745614, 1.4061008108109196, 1.315577300811573, 1.3268976477931795, 1.3821665225805704, 1.378762041291736, 0.34856503342615, -0.3266232970943278, -0.6547632963120367, -1.127102273207519, -1.1688694552312366, -1.1970230723741866, -1.3975665173128131, -1.3994136051606458, -1.4415986164323962]","[-1.419, -1.145, -0.682, 0.912, 1.158, 1.419, 1.502, 1.563, 1.612, 1.587, 1.452, 1.389, 1.356, 1.498, 1.426, 0.412, -0.318, -0.789, -1.021, -1.094, -1.267, -1.354, -1.392, -1.386]",1.711789706710494,0.0097979589711327,0.0265706605111728,API,Qwen
qwen/qwen3.5-397b-a17b,0.7,Electricity,2013-06-28 07:00:01,2013-09-06 06:00:01,24,Few-shot,textual,csv,11.202,0.104,0.144,37.12288179397583,0.0292006,0.0083562,0.0809608,0.0059252,0.0524021999999999,53564.0,806.2,3,uniform,"[-1.3576079549175253, -1.2319729739552423, -0.8326461481161339, 1.15648566760057, 1.323789800880324, 1.4365983805002056, 1.5555633846058976, 1.565564944035888, 1.5505723931195494, 1.498581995745614, 1.4061008108109196, 1.315577300811573, 1.3268976477931795, 1.3821665225805704, 1.378762041291736, 0.34856503342615, -0.3266232970943278, -0.6547632963120367, -1.127102273207519, -1.1688694552312366, -1.1970230723741866, -1.3975665173128131, -1.3994136051606458, -1.4415986164323962]","[-1.389, -1.165, -0.682, 0.912, 1.124, 1.483, 1.519, 1.618, 1.642, 1.638, 1.476, 1.378, 1.361, 1.548, 1.437, 0.381, -0.368, -0.821, -1.042, -1.135, -1.312, -1.358, -1.394, -1.441]",3.399594681723101,0.0218174242292714,0.0396988664825584,API,Qwen
qwen/qwen3.5-397b-a17b,0.7,Electricity,2013-06-28 07:00:01,2013-09-06 06:00:01,24,Few-shot,textual,plain,8.094,0.082,0.104,52.823828840255736,0.0339612,0.0117394,0.1137392,0.0075132,0.0664459999999999,62670.0,875.4,3,uniform,"[-1.3576079549175253, -1.2319729739552423, -0.8326461481161339, 1.15648566760057, 1.323789800880324, 1.4365983805002056, 1.5555633846058976, 1.565564944035888, 1.5505723931195494, 1.498581995745614, 1.4061008108109196, 1.315577300811573, 1.3268976477931795, 1.3821665225805704, 1.378762041291736, 0.34856503342615, -0.3266232970943278, -0.6547632963120367, -1.127102273207519, -1.1688694552312366, -1.1970230723741866, -1.3975665173128131, -1.3994136051606458, -1.4415986164323962]","[-1.312, -1.145, -0.689, 0.912, 1.123, 1.387, 1.521, 1.498, 1.567, 1.612, 1.489, 1.398, 1.287, 1.476, 1.534, 0.421, -0.312, -0.798, -1.034, -1.098, -1.267, -1.354, -1.389, -1.401]",0.5787279153453718,0.0048989794855663,0.0039999999999999,API,Qwen
qwen/qwen3.5-397b-a17b,0.7,Electricity,2013-06-28 07:00:01,2013-09-06 06:00:01,24,Zero-shot,numeric,csv,12.522,0.114,0.178,49.45007276535034,0.0244682,0.011162,0.1081459999999999,0.0086942,0.076893,43713.0,870.4,0,,"[-1.3576079549175253, -1.2319729739552423, -0.8326461481161339, 1.15648566760057, 1.323789800880324, 1.4365983805002056, 1.5555633846058976, 1.565564944035888, 1.5505723931195494, 1.498581995745614, 1.4061008108109196, 1.315577300811573, 1.3268976477931795, 1.3821665225805704, 1.378762041291736, 0.34856503342615, -0.3266232970943278, -0.6547632963120367, -1.127102273207519, -1.1688694552312366, -1.1970230723741866, -1.3975665173128131, -1.3994136051606458, -1.4415986164323962]","[-1.398, -1.287, -0.652, 1.183, 1.412, 1.489, 1.562, 1.614, 1.583, 1.521, 1.478, 1.512, 1.389, 1.467, 1.528, 0.412, -0.318, -0.782, -1.053, -1.114, -1.245, -1.358, -1.392, -1.401]",5.673269251498646,0.0465403051128803,0.0835104783844518,API,Qwen
qwen/qwen3.5-397b-a17b,0.7,Electricity,2013-06-28 07:00:01,2013-09-06 06:00:01,24,Zero-shot,numeric,plain,7.909999999999999,0.074,0.104,53.42306170463562,0.0285947999999999,0.0123622,0.1197736,0.0077204,0.0682816,52111.0,846.6,0,,"[-1.3576079549175253, -1.2319729739552423, -0.8326461481161339, 1.15648566760057, 1.323789800880324, 1.4365983805002056, 1.5555633846058976, 1.565564944035888, 1.5505723931195494, 1.498581995745614, 1.4061008108109196, 1.315577300811573, 1.3268976477931795, 1.3821665225805704, 1.378762041291736, 0.34856503342615, -0.3266232970943278, -0.6547632963120367, -1.127102273207519, -1.1688694552312366, -1.1970230723741866, -1.3975665173128131, -1.3994136051606458, -1.4415986164323962]","[-1.398, -1.162, -0.685, 0.924, 1.287, 1.462, 1.531, 1.594, 1.628, 1.583, 1.492, 1.415, 1.368, 1.476, 1.432, 0.418, -0.321, -0.789, -1.092, -1.115, -1.243, -1.354, -1.382, -1.396]",1.1354514520665338,0.0050990195135927,0.0174928556845359,API,Qwen
qwen/qwen3.5-397b-a17b,0.7,Electricity,2013-06-28 07:00:01,2013-09-06 06:00:01,24,Zero-shot,textual,csv,12.564,0.12,0.224,45.08803420066833,0.0271627999999999,0.0104604,0.1013476,0.0066377999999999,0.0587064,49303.0,837.0,0,,"[-1.3576079549175253, -1.2319729739552423, -0.8326461481161339, 1.15648566760057, 1.323789800880324, 1.4365983805002056, 1.5555633846058976, 1.565564944035888, 1.5505723931195494, 1.498581995745614, 1.4061008108109196, 1.315577300811573, 1.3268976477931795, 1.3821665225805704, 1.378762041291736, 0.34856503342615, -0.3266232970943278, -0.6547632963120367, -1.127102273207519, -1.1688694552312366, -1.1970230723741866, -1.3975665173128131, -1.3994136051606458, -1.4415986164323962]","[-1.389, -1.152, -0.685, 0.924, 1.183, 1.512, 1.538, 1.621, 1.584, 1.593, 1.512, 1.428, 1.397, 1.546, 1.482, 0.418, -0.367, -0.812, -1.038, -1.095, -1.274, -1.358, -1.392, -1.401]",1.6513255281742605,0.0167332005306815,0.0564446631666803,API,Qwen
qwen/qwen3.5-397b-a17b,0.7,Electricity,2013-06-28 07:00:01,2013-09-06 06:00:01,24,Zero-shot,textual,plain,8.088,0.08,0.11,40.93406157493591,0.031289,0.0091898,0.0890366,0.0055682,0.0492468,57701.0,813.0,0,,"[-1.3576079549175253, -1.2319729739552423, -0.8326461481161339, 1.15648566760057, 1.323789800880324, 1.4365983805002056, 1.5555633846058976, 1.565564944035888, 1.5505723931195494, 1.498581995745614, 1.4061008108109196, 1.315577300811573, 1.3268976477931795, 1.3821665225805704, 1.378762041291736, 0.34856503342615, -0.3266232970943278, -0.6547632963120367, -1.127102273207519, -1.1688694552312366, -1.1970230723741866, -1.3975665173128131, -1.3994136051606458, -1.4415986164323962]","[-1.392, -1.145, -0.098, 1.284, 1.462, 1.518, 1.583, 1.547, 1.592, 1.526, 1.481, 1.425, 1.387, 1.496, 1.468, 0.412, -0.318, -0.793, -1.082, -1.105, -1.214, -1.358, -1.386, -1.401]",1.0154033681251995,0.0031622776601683,0.0151657508881031,API,Qwen
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT,numeric,csv,39.45,33.074,55.518,19.91064496040344,0.0102048,0.0197242,0.1911068,0.008529,0.0754321999999999,6775.0,163.6,0,,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[42.15, 0.0, 175.1, 176.5, 42.2, 42.7, 33.6]",7.449815433955394,3.201478720841356,4.374849025966496,API,GLM
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT,numeric,plain,48.842,37.376,60.342000000000006,20.683881521224976,0.0127456,0.0200249999999999,0.194016,0.0102724,0.0908502,8593.0,162.6,0,,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[0.0, 173.932, 175.373, 42.185, 42.664, 33.605, 57.272]",9.757478875201317,4.411554827948985,6.0635166364082815,API,GLM
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT,textual,csv,42.652,32.215999999999994,52.578,43.16376328468323,0.0135458,0.0414646,0.4017424,0.0188802,0.1669776,9147.0,168.2,0,,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[88.45, 0.0, 173.92, 51.98, 42.66, 33.6, 57.27]",11.353556006820064,7.040264625708326,11.193515712232683,API,GLM
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT,textual,plain,40.354,31.102,49.812,59.60143675804138,0.0161658,0.057073,0.552967,0.024331,0.215188,10965.0,185.2,0,,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[47.253, 0.0, 173.932, 175.373, 42.185, 42.664, 33.605]",4.251679197681781,2.494396520202833,3.778501554849489,API,GLM
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT + Few-shot,numeric,csv,26.668,23.328,36.688,29.429305744171145,0.0113683999999999,0.0292254,0.2831596,0.0122562,0.1083953999999999,7576.0,173.2,3,uniform,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[55.231, 0.0, 178.452, 165.389, 42.765, 43.112, 58.934]",4.266837704905121,4.9733031277009445,8.940164092453784,API,GLM
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT + Few-shot,numeric,plain,30.836,27.422,43.666,114.82170701026917,0.014214,0.1148952,1.113194,0.0469112,0.4148904,9592.0,178.4,3,uniform,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[50.415, 0.0, 175.328, 155.419, 45.632, 35.804, 57.291]",4.0993250663981255,3.665490963022552,6.165812679606801,API,GLM
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT + Few-shot,textual,csv,29.186,26.674,40.774,30.35997767448425,0.0150982,0.0289358,0.2803522,0.0148855999999999,0.1316522,10218.0,180.2,3,uniform,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[108.543, 0.0, 169.284, 45.621, 38.917, 52.345, 65.872]",3.5046691712628166,4.386826415530935,8.072482022277907,API,GLM
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT + Few-shot,textual,plain,84.506,37.732,51.592,150.56963486671447,0.0179302,0.1441068,1.3962184,0.0612086,0.5413388,12234.0,182.4,3,uniform,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[47.525, 0.0, 173.932, 175.373, 42.185, 42.664, 33.605]",35.105764142089264,8.785038076183847,9.644637577431306,API,GLM
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Few-shot,numeric,csv,29.922000000000004,20.9,31.55,42.38192534446716,0.0112636,0.0411926,0.3991068,0.0196341999999999,0.1736464,7464.0,185.0,3,uniform,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[57.678, 111.419, 128.106, 42.306, 39.688, 35.393, 56.788]",4.841974184152575,3.372137304440612,6.712276067028233,API,GLM
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Few-shot,numeric,plain,45.634,32.096,48.876,47.17208828926086,0.0141712,0.0451417999999999,0.4373687999999999,0.0211412,0.1869748,9480.0,204.4,3,uniform,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[0.0, 173.932, 175.373, 42.185, 42.664, 33.605, 57.272]",11.26911425090721,7.294013024391991,12.295065514262216,API,GLM
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Few-shot,textual,csv,41.768,29.315999999999995,45.026,28.956732273101807,0.014908,0.0279047999999999,0.2703626,0.0126067999999999,0.1114974,10106.0,172.6,3,uniform,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[0.0, 173.932, 175.373, 42.185, 42.664, 33.605, 57.272]",12.69615863164918,7.628247898436442,12.298517634251697,API,GLM
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Few-shot,textual,plain,31.294,28.114,45.92,79.67597985267639,0.0177672,0.0754804,0.7313107999999999,0.0421294,0.3725996,12122.0,181.0,3,uniform,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[47.692, 0.0, 176.421, 181.506, 43.287, 44.115, 36.842]",1.9819500498246667,2.932474381814784,5.91333746711618,API,GLM
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Zero-shot,numeric,csv,49.44,37.55,60.072,47.20887575149536,0.009961,0.0461676,0.4473072,0.0196621999999999,0.1738962,6663.0,143.8,0,,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[0.0, 164.8, 170.2, 42.5, 43.1, 34.2, 55.8]",9.186305568616795,3.789684683453228,5.481695358189835,API,GLM
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Zero-shot,numeric,plain,62.99399999999999,44.1,70.194,39.903599405288695,0.0127034,0.0527823999999999,0.5113944,0.0171038,0.1512696,8481.0,188.6,0,,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[0.0, 185.34, 195.21, 45.12, 42.87, 38.55, 52.68]",7.855600295330711,3.602900220655576,5.031491428990017,API,GLM
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Zero-shot,textual,csv,31.788,30.588,51.31,47.29021353721619,0.0134875999999999,0.0452486,0.4384043999999999,0.0211976,0.1874748,9035.0,190.6,0,,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[56.2, 0.0, 174.1, 174.5, 42.5, 43.1, 57.8]",0.8396392082317262,0.7120210671040574,0.961712015106394,API,GLM
z-ai/glm-5.1,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Zero-shot,textual,plain,56.266,39.852,63.33399999999999,43.18471336364746,0.016012,0.0454226,0.4400864,0.0187116,0.165488,10853.0,185.8,0,,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[0.0, 173.932, 175.373, 42.185, 42.664, 33.605, 57.272]",10.008549645178364,5.096922993336274,7.388749961935375,API,GLM
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT,numeric,csv,59.112,32.008,37.238,26.612919282913207,0.0015831999999999,0.0,0.0,7.659999999999999e-05,0.000677,6588.0,3134.8,0,,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[78.0, 79.5, 81.0, 79.8, 78.2, 77.6, 78.9]",7.878104086644195,4.404551509518307,4.457885597455368,API,GPT
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT,numeric,plain,57.29600000000001,29.58,34.974000000000004,21.465477085113527,0.0015434,0.0,0.0,6.220000000000001e-05,0.0005484,8769.0,2761.8,0,,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[60.2, 62.8, 66.1, 64.7, 68.4, 70.0, 67.9]",7.388853496991262,3.647286662712433,3.674197327308374,API,GPT
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT,textual,csv,65.42,32.422000000000004,37.504000000000005,31.193380498886107,0.0019902,0.0,0.0,8.94e-05,0.0007915999999999,8924.0,3860.0,0,,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[76.4, 77.0, 77.6, 77.2, 77.8, 78.4, 78.9]",2.198424435817615,4.286705494899317,4.310711774173727,API,GPT
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT,textual,plain,60.872,34.032,39.302,20.520644092559813,0.001705,0.0,0.0,5.92e-05,0.000525,11105.0,2874.4,0,,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[77.2, 70.4, 74.8, 68.9, 79.1, 71.5, 75.0]",8.179219033624175,4.811868036428264,4.921747047543178,API,GPT
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT + Few-shot,numeric,csv,57.132000000000005,29.234,34.336,19.1838116645813,0.0015014,0.0,0.0,5.56e-05,0.0004934,7363.0,2833.0,3,uniform,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[60.75, 63.2, 59.9, 66.4, 62.8, 65.5, 61.25]",7.351579694188181,3.567942824654005,3.6113717615332814,API,GPT
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT + Few-shot,numeric,plain,56.61800000000001,29.0,34.33,19.39873075485229,0.0016704,0.0,0.0,5.64e-05,0.0004986,9778.0,2953.8,3,uniform,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[84.815, 0.0, 119.15, 40.175, 27.865, 75.41, 76.15]",7.241203214936035,3.561291900420408,3.554817857499874,API,GPT
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT + Few-shot,textual,csv,43.79600000000001,24.096,29.41,27.749457550048827,0.0019972,0.0,0.0,8e-05,0.0007088,9959.0,3747.8,3,uniform,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[76.15, 76.9, 77.65, 78.5, 79.35, 80.2, 81.05]",9.769703987327354,5.484063821656345,5.567783221354796,API,GPT
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT + Few-shot,textual,plain,43.774,23.542,28.526,628.3101703166964,0.0023228,0.0,0.0,0.0017846,0.015783,12374.0,4259.6,3,uniform,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[74.85, 77.1, 75.6, 73.2, 75.4, 77.8, 76.5]",9.739545471940673,5.1361399903040015,5.0480507128989895,API,GPT
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Few-shot,numeric,csv,67.09400000000001,36.952,43.208,19.76711587905884,0.001455,0.0,0.0,8.58e-05,0.0007584,7250.0,2730.8,3,uniform,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[72.5, 86.0, 78.3, 65.0, 92.1, 69.5, 80.2]",0.890536916696888,1.6463365391073594,2.466798329819445,API,GPT
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Few-shot,numeric,plain,64.462,33.64,39.52,20.1301477432251,0.0014908,0.0,0.0,5.8200000000000005e-05,0.0005154,9665.0,2519.2,3,uniform,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[70.8, 74.2, 68.5, 72.0, 69.9, 71.3, 73.6]",0.6729442770393383,0.8202560575820216,0.7647679386585187,API,GPT
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Few-shot,textual,csv,68.212,37.79,42.958,414.09296174049376,0.0018672,0.0,0.0,0.0011752,0.010394,9846.0,3437.0,3,uniform,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[76.15, 76.15, 76.15, 76.15, 76.15, 76.15, 76.15]",1.240388648771021,1.4488305629023706,1.440570720235559,API,GPT
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Few-shot,textual,plain,64.42,33.932,39.816,29.69645023345948,0.0021826,0.0,0.0,8.539999999999999e-05,0.0007551999999999,12261.0,3924.0,3,uniform,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[69.5, 71.9, 70.2, 68.3, 69.8, 70.6, 71.1]",1.534698667491439,1.4827521707959157,1.075274848585235,API,GPT
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Zero-shot,numeric,csv,57.302,30.488,36.232,32.624507141113284,0.001668,0.0,0.0,9.32e-05,0.000826,6475.0,3360.8,0,,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[70.0, 71.2, 69.8, 70.9, 69.5, 70.4, 71.1]",7.387544517632365,3.865726839806455,3.9978986980662734,API,GPT
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Zero-shot,numeric,plain,65.14200000000001,34.734,40.346,24.76936058998108,0.0015494,0.0,0.0,7.04e-05,0.0006246,8656.0,2792.0,0,,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[70.1202, 70.1202, 70.1202, 70.1202, 70.1202, 70.1202, 70.1202]",0.767205318021193,0.6650759355141332,0.6289085784118382,API,GPT
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Zero-shot,textual,csv,59.464,32.396,37.572,28.768696975708007,0.001811,0.0,0.0,8.26e-05,0.0007302,8811.0,3426.4,0,,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[84.815, 0.0, 119.15, 40.175, 27.865, 75.41, 76.15]",7.920743399454371,4.352231151949537,4.35710614972828,API,GPT
gpt-5-nano-2025-08-07,1.0,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,Zero-shot,textual,plain,64.088,34.646,41.548,31.994709539413453,0.0020016,0.0,0.0,0.0001568,0.0013888,10992.0,3629.6,0,,"[78.43500000000004, 0.0, 125.11999999999998, 45.54, 46.365, 39.96, 41.655]","[84.815, 0.0, 119.15, 40.175, 27.865, 75.41, 76.15]",11.17491718090116,6.239344196307814,7.2467071142692125,API,GPT
openai/gpt-oss-120b,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT,numeric,csv,93.24,65.41,107.482,2.079402208328247,0.0,0.017049,0.165183,0.0193252,0.1709148,6562.0,181.4,0,,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[112.3, 97.2, 104.8, -13.2, 6.2, 11.5, 17.7]",22.917768870463807,30.16738172264872,64.81425895588099,Local,GPT
openai/gpt-oss-120b,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT,numeric,plain,80.624,2.8571428571428576e+298,inf,1.528443431854248,0.0,0.0136354,0.1321098,0.017881,0.1581418,8743.0,170.4,0,,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[123.456, 234.567, 345.678, 456.789, 567.89, -1e+300, 9.99999]",15.00402266060672,inf,,Local,GPT
openai/gpt-oss-120b,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT,textual,csv,156.42000000000002,54.202,67.066,1.849702787399292,0.0,0.0145766,0.1412296,0.0177933999999999,0.1573676,9214.0,163.2,0,,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[0.1, 2.3, 5.0, 9.0, 10.0, 11.0, 12.0]",14.106788082338232,2.057778899687718,1.4625511956851291,Local,GPT
openai/gpt-oss-120b,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT,textual,plain,97.654,40.088,51.708000000000006,2.45841064453125,0.0,0.0201602,0.1953274,0.0231837999999999,0.2050418,11395.0,188.8,0,,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[45.6, 48.2, 46.7, 44.9, 50.3, 47.8, 51.0]",23.87766772530349,5.725066287825845,6.730570109582099,Local,GPT
openai/gpt-oss-120b,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT + Few-shot,numeric,csv,104.808,51.154,61.858,1.7276299476623536,0.0,0.0165134,0.1599944,0.0198112,0.1752112,7337.0,170.6,3,uniform,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[56.0, 30.0, 4.0, 202.0, 9.0, 5.0, -1.2]",22.61324443771835,5.701602055562981,6.762847329342869,Local,GPT
openai/gpt-oss-120b,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT + Few-shot,numeric,plain,64.88199999999999,40.078,50.072,1.4580894947052,0.0,0.0128847999999999,0.1248372,0.0188015999999999,0.1662824,9752.0,157.6,3,uniform,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[58.342, 112.587, 97.423, 43.761, 78.194, 65.831, 54.219]",4.857488445688781,4.976402716822665,5.240857181797651,Local,GPT
openai/gpt-oss-120b,0.7,Retail,2017-01-01 00:00:00,2017-12-30 00:00:00,7,CoT + Few-shot,textual,csv,132.918,47.638,58.078,1.636498212814331,0.0,0.0137516,0.1332355999999999,0.0182254,0.1611898,10291.0,158.4,3,uniform,"[86.27850000000005, 0.0, 137.63199999999998, 50.094, 51.00150000000001, 43.956, 45.8205]","[5.2, 3.8, 6.1, 4.7, 5.9, 3.4, 6.0]",24.792602203076623,4.995875699014137,5.846560869434269,Local,GPT
