model_name,model_id,family,provider,deployment,parameters_b,context_length_k,dataset,horizon,prompt_strategy,representation,smape,mae,rmse,inference_time_s,co2_g,cost_usd_per_1k_forecasts,run_id,evaluation_date,hardware,quantization,notes
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,zero-shot,CSV numeric,29.385,0.42017,0.55877,1.295,0.84606,0.03085,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,zero-shot,CSV numeric,29.42,0.42181,0.62447,1.021,0.89869,0.0308,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,zero-shot,CSV numeric,30.998,0.36463,0.56381,1.049,1.03679,0.03194,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,few-shot,CSV numeric,27.801,0.43283,0.55173,1.086,1.22754,0.02901,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,few-shot,CSV numeric,26.858,0.43048,0.64736,1.327,1.07131,0.03274,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,few-shot,CSV numeric,29.486,0.34969,0.46238,1.139,1.1243,0.03075,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,few-shot,CSV numeric,29.007,0.36304,0.49486,1.029,1.23013,0.03377,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,few-shot,CSV numeric,29.37,0.35119,0.49612,1.331,0.87003,0.03278,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,cot,CSV numeric,28.32,0.35003,0.50099,1.014,1.1305,0.03786,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,cot,CSV numeric,29.928,0.36459,0.58795,1.132,1.33426,0.03165,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,cot,CSV numeric,28.73,0.45552,0.58573,1.266,1.19365,0.03675,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,cot,CSV numeric,30.036,0.41009,0.51852,1.328,0.87511,0.02922,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,cot,CSV numeric,28.982,0.37831,0.5669,1.065,1.2033,0.0305,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,cot+few,CSV numeric,27.688,0.39042,0.53363,1.051,0.91852,0.03568,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,cot+few,CSV numeric,26.978,0.3511,0.48047,1.13,1.23344,0.03287,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,cot+few,CSV numeric,25.848,0.38149,0.61773,1.233,0.92323,0.03842,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,cot+few,CSV numeric,27.661,0.39492,0.50653,1.02,1.18403,0.03276,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Traffic,192,cot+few,CSV numeric,26.437,0.35362,0.51502,1.026,0.92691,0.02932,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,zero-shot,CSV numeric,32.438,0.15353,0.25694,1.112,1.13438,0.03008,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,zero-shot,CSV numeric,30.047,0.15964,0.24918,0.887,1.07551,0.02658,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,zero-shot,CSV numeric,30.349,0.1499,0.24245,0.906,0.78707,0.03348,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,zero-shot,CSV numeric,31.369,0.12399,0.19349,1.147,1.00724,0.03036,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,zero-shot,CSV numeric,29.753,0.12668,0.19985,1.147,0.91062,0.02796,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,few-shot,CSV numeric,29.579,0.1176,0.15765,0.859,1.1442,0.0278,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,few-shot,CSV numeric,30.491,0.14376,0.2327,1.186,0.93365,0.0263,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,few-shot,CSV numeric,28.703,0.12154,0.14908,1.164,0.75265,0.02993,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,few-shot,CSV numeric,29.489,0.14388,0.1935,1.156,1.11717,0.02939,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,few-shot,CSV numeric,28.851,0.14783,0.23335,0.99,0.92069,0.02585,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,cot,CSV numeric,31.646,0.12598,0.15271,0.904,1.17857,0.03268,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,cot,CSV numeric,29.746,0.14384,0.21749,0.893,1.09948,0.02802,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,cot,CSV numeric,30.504,0.16265,0.26598,0.932,1.11833,0.02644,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,cot,CSV numeric,31.321,0.12348,0.15868,1.093,0.93165,0.02564,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,cot,CSV numeric,28.459,0.13376,0.18686,1.032,1.00999,0.02973,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,cot+few,CSV numeric,27.299,0.14273,0.19281,1.02,0.75182,0.03324,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,cot+few,CSV numeric,29.764,0.12819,0.21777,1.055,0.81152,0.02789,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,cot+few,CSV numeric,28.363,0.15257,0.21593,0.931,1.03487,0.02914,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,cot+few,CSV numeric,29.628,0.15381,0.18578,1.164,1.14593,0.02618,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,96,cot+few,CSV numeric,29.49,0.14911,0.22384,1.052,0.77484,0.02604,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,zero-shot,CSV numeric,32.317,0.13115,0.17324,1.148,0.93193,0.03652,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,zero-shot,CSV numeric,35.049,0.18096,0.22164,1.12,1.31427,0.03222,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,zero-shot,CSV numeric,34.941,0.16715,0.2296,1.06,1.20554,0.02991,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,zero-shot,CSV numeric,33.08,0.15761,0.19792,1.228,1.08142,0.03062,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,zero-shot,CSV numeric,32.396,0.16132,0.24141,1.285,1.14457,0.03301,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,few-shot,CSV numeric,32.778,0.13537,0.19169,1.131,1.25066,0.03302,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,few-shot,CSV numeric,33.961,0.17486,0.29667,1.078,1.34509,0.03668,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,few-shot,CSV numeric,31.954,0.14064,0.18417,1.212,1.15097,0.03355,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,few-shot,CSV numeric,32.726,0.14399,0.20035,1.291,1.38444,0.03639,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,few-shot,CSV numeric,35.035,0.14256,0.18598,1.118,0.97255,0.03764,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,cot,CSV numeric,34.322,0.15531,0.20764,1.101,1.10659,0.03576,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,cot,CSV numeric,31.898,0.16502,0.20855,1.055,1.39641,0.03048,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,cot,CSV numeric,34.844,0.16926,0.23638,0.988,0.8421,0.02936,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,cot,CSV numeric,33.69,0.14306,0.22729,1.288,0.92111,0.03196,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,cot,CSV numeric,33.363,0.14446,0.19063,1.26,1.03347,0.03356,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,cot+few,CSV numeric,32.445,0.16655,0.22495,1.034,1.38793,0.03179,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,cot+few,CSV numeric,32.31,0.15886,0.23146,1.042,0.91922,0.03347,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,cot+few,CSV numeric,31.676,0.16028,0.24922,1.31,1.38368,0.0359,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,cot+few,CSV numeric,32.894,0.14828,0.22307,1.183,0.94161,0.03444,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Covid-19,192,cot+few,CSV numeric,33.33,0.14693,0.23759,1.117,1.13534,0.03423,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,zero-shot,CSV numeric,27.434,0.42447,0.63659,0.967,1.07751,0.02681,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,zero-shot,CSV numeric,26.969,0.50017,0.70455,0.955,0.9439,0.03199,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,zero-shot,CSV numeric,27.909,0.50687,0.83355,1.01,1.08476,0.02947,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,zero-shot,CSV numeric,28.607,0.48379,0.76843,0.852,0.85786,0.02817,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,zero-shot,CSV numeric,29.535,0.50471,0.6976,0.992,0.97591,0.03331,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,few-shot,CSV numeric,25.996,0.49245,0.79817,0.92,0.88434,0.03086,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,few-shot,CSV numeric,27.78,0.42823,0.67366,0.92,0.88151,0.02826,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,few-shot,CSV numeric,26.273,0.4815,0.70556,1.137,1.15646,0.02901,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,few-shot,CSV numeric,26.766,0.41311,0.59968,0.891,0.9634,0.03018,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,few-shot,CSV numeric,28.026,0.47207,0.72031,1.065,0.77718,0.02636,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,cot,CSV numeric,26.697,0.5055,0.82643,0.958,1.10945,0.0307,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,cot,CSV numeric,30.197,0.44754,0.65965,1.057,0.90383,0.02592,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,cot,CSV numeric,27.358,0.45948,0.71047,1.095,0.84048,0.03322,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,cot,CSV numeric,28.033,0.54956,0.69194,1.143,1.20417,0.0329,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,cot,CSV numeric,26.714,0.4351,0.6773,1.053,0.96224,0.03444,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,cot+few,CSV numeric,26.306,0.43594,0.71993,0.951,0.82634,0.02829,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,cot+few,CSV numeric,26.715,0.50836,0.63912,1.068,1.03364,0.03152,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,cot+few,CSV numeric,27.054,0.52965,0.72734,0.955,1.04061,0.02936,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,cot+few,CSV numeric,27.483,0.40347,0.51407,1.177,0.78415,0.03081,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,96,cot+few,CSV numeric,26.52,0.38096,0.49958,0.982,1.00341,0.02857,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,zero-shot,CSV numeric,30.772,0.47836,0.58013,0.953,1.03349,0.03221,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,zero-shot,CSV numeric,30.25,0.44002,0.64464,1.179,1.23159,0.035,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,zero-shot,CSV numeric,30.771,0.54696,0.74452,1.255,0.94548,0.03578,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,zero-shot,CSV numeric,30.864,0.55209,0.71108,1.214,1.25271,0.03349,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,zero-shot,CSV numeric,32.195,0.48988,0.65888,1.251,1.06926,0.03564,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,few-shot,CSV numeric,30.902,0.55648,0.85519,1.191,1.13032,0.03055,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,few-shot,CSV numeric,28.631,0.56126,0.80442,1.318,1.39888,0.03346,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,few-shot,CSV numeric,30.087,0.53678,0.70782,0.97,1.09388,0.0365,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,few-shot,CSV numeric,31.034,0.57768,0.88235,1.225,1.00001,0.0333,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,few-shot,CSV numeric,30.707,0.48076,0.59851,1.002,0.95789,0.03441,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,cot,CSV numeric,31.313,0.49375,0.80509,1.158,1.35694,0.03496,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,cot,CSV numeric,30.532,0.59,0.96096,1.201,1.13947,0.03313,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,cot,CSV numeric,33.099,0.61335,0.89338,1.021,0.87258,0.02983,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,cot,CSV numeric,30.413,0.49641,0.8172,1.046,1.01898,0.03081,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,cot,CSV numeric,31.088,0.55008,0.80645,1.325,1.39741,0.037,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,cot+few,CSV numeric,29.909,0.48791,0.72693,1.09,1.27924,0.03029,1,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,cot+few,CSV numeric,27.66,0.40142,0.60393,1.222,0.84188,0.03371,2,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,cot+few,CSV numeric,28.8,0.53735,0.65527,0.971,1.18732,0.03452,3,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,cot+few,CSV numeric,27.681,0.486,0.8139,1.075,1.06284,0.03841,4,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
Llama 3.1 8B Instruct,meta-llama/Llama-3.1-8B-Instruct,Llama,Local,Local,8.0,128.0,Retail,192,cot+few,CSV numeric,27.786,0.51898,0.62578,1.143,0.92591,0.0346,5,2026-05-28,RTX 4090,Q4,synthetic example data; replace with real benchmark outputs
